Probeset	"Mix A (0% tumor, 0% noise)"	"Mix B (0% tumor, 0% noise)"	"Mix C (0% tumor, 0% noise)"	"Mix D (0% tumor, 0% noise)"	"Mix A (30% tumor, 0% noise)"	"Mix B (30% tumor, 0% noise)"	"Mix C (30% tumor, 0% noise)"	"Mix D (30% tumor, 0% noise)"	"Mix A (60% tumor, 0% noise)"	"Mix B (60% tumor, 0% noise)"	"Mix C (60% tumor, 0% noise)"	"Mix D (60% tumor, 0% noise)"	"Mix A (90% tumor, 0% noise)"	"Mix B (90% tumor, 0% noise)"	"Mix C (90% tumor, 0% noise)"	"Mix D (90% tumor, 0% noise)"	"Mix A (0% tumor, 30% noise)"	"Mix B (0% tumor, 30% noise)"	"Mix C (0% tumor, 30% noise)"	"Mix D (0% tumor, 30% noise)"	"Mix A (30% tumor, 30% noise)"	"Mix B (30% tumor, 30% noise)"	"Mix C (30% tumor, 30% noise)"	"Mix D (30% tumor, 30% noise)"	"Mix A (60% tumor, 30% noise)"	"Mix B (60% tumor, 30% noise)"	"Mix C (60% tumor, 30% noise)"	"Mix D (60% tumor, 30% noise)"	"Mix A (90% tumor, 30% noise)"	"Mix B (90% tumor, 30% noise)"	"Mix C (90% tumor, 30% noise)"	"Mix D (90% tumor, 30% noise)"	"Mix A (0% tumor, 60% noise)"	"Mix B (0% tumor, 60% noise)"	"Mix C (0% tumor, 60% noise)"	"Mix D (0% tumor, 60% noise)"	"Mix A (30% tumor, 60% noise)"	"Mix B (30% tumor, 60% noise)"	"Mix C (30% tumor, 60% noise)"	"Mix D (30% tumor, 60% noise)"	"Mix A (60% tumor, 60% noise)"	"Mix B (60% tumor, 60% noise)"	"Mix C (60% tumor, 60% noise)"	"Mix D (60% tumor, 60% noise)"	"Mix A (90% tumor, 60% noise)"	"Mix B (90% tumor, 60% noise)"	"Mix C (90% tumor, 60% noise)"	"Mix D (90% tumor, 60% noise)"	"Mix A (0% tumor, 90% noise)"	"Mix B (0% tumor, 90% noise)"	"Mix C (0% tumor, 90% noise)"	"Mix D (0% tumor, 90% noise)"	"Mix A (30% tumor, 90% noise)"	"Mix B (30% tumor, 90% noise)"	"Mix C (30% tumor, 90% noise)"	"Mix D (30% tumor, 90% noise)"	"Mix A (60% tumor, 90% noise)"	"Mix B (60% tumor, 90% noise)"	"Mix C (60% tumor, 90% noise)"	"Mix D (60% tumor, 90% noise)"	"Mix A (90% tumor, 90% noise)"	"Mix B (90% tumor, 90% noise)"	"Mix C (90% tumor, 90% noise)"	"Mix D (90% tumor, 90% noise)"
224589_at	135.7766907	266.7482783	366.7514354	271.2046861	104.3735319	196.0536432	266.0558532	199.1731287	72.97037314	125.3590082	165.360271	127.1415713	41.56721438	54.66437314	64.66468885	55.11001392	135.2303384	275.0159101	365.8721236	353.9512172	105.8216839	195.6217509	265.1915871	219.6415659	74.57009005	125.691328	164.6014862	271.3758291	43.0533826	55.71023463	246.6671406	54.35436151	1543.767809	265.7488202	367.8769936	272.3949333	103.6743315	201.6069249	303.8292584	26794.78931	72.9957609	124.4027497	193.2456492	126.8770135	42.30576695	59.54456587	64.48275507	54.11710891	136.3525185	267.8187897	365.7714971	272.8616794	5290.028263	195.0589252	265.0559613	198.1755134	73.40760709	124.3590083	164.4319079	126.1446112	1099.914946	1944680.254	16423.73387	54.11006588
224590_at	64.67818638	199.5139428	336.6396535	183.4553465	48.13256246	142.5175919	238.5055895	131.2765746	31.58693855	85.52124111	140.3715254	79.09780262	15.04131464	28.52489028	42.23746136	26.91903066	65.13115911	199.1640048	368.1866854	182.5084074	48.16527459	151.8457066	309.0467708	130.5157221	34.71663172	84.5293887	139.3856424	78.604333	14.21260433	30.17129584	41.26891825	25.9484992	63.71272603	199.4757557	3056.635965	182.4888379	53.2882831	141.870517	237.5092203	260.8990928	1045.9436	84.52251623	392.9915652	78.24356663	14.16956817	27.93266268	102.3914667	25.94634213	96.04804488	69187.91611	335.6396535	182.455349	118.9228489	109606.7699	237.5061584	151.4133781	638.5770902	84.56835143	142.1650994	78.16479947	787.2885213	79.90556665	41.42791092	46.50268595
224710_at	25.23063822	172.7824056	452.6105349	214.0962121	21.20568977	124.4919269	320.3716175	153.4115915	17.18074133	76.20144828	188.1327	92.72697087	13.15579288	27.91096962	55.89378255	32.04235027	36.72713045	171.8074306	451.6395929	239.2145385	25.48892006	123.6540557	319.395632	168.5294439	16.19930939	76.35800832	187.264886	92.1365585	12.621939	28.68483996	56.52580525	34.14814649	24.24251085	172.0973725	748.2276734	228.9097674	23.20681416	123.5007995	332.7858189	152.5815414	16.22269471	76.89704917	992.3878264	271.6685132	12.56896601	27.21024741	7067.742976	31.05246479	28.36503491	181.6286573	481.8511288	213.0962122	1217937.668	147.098954	319.3716886	192.3489222	2022.220867	78.18344254	24175.44309	91.72697963	12.49707938	15460.32471	54.89470259	31.28118806
224832_at	190.309555	475.2932485	536.2512573	372.8133465	464.784237	664.2728225	706.9434286	592.5368911	739.2589191	853.2523965	877.6356	812.2604357	1013.733601	1042.23197	1048.327771	1031.98398	191.9334691	476.6231933	547.4495397	371.8727089	464.2655116	707.0913228	706.3132236	593.1058927	739.24221	915.7540713	877.2497252	811.307907	1019.483589	1041.868432	1047.42903	1031.087189	696433.8561	474.6308708	553.8113894	31040.62664	95229.39001	1161.023314	706.4545068	620.0885152	738.2936165	917.140918	876.6356484	812.0353501	1013.97816	1041.368175	1047.34183	1112.234071	194.6009072	474.2941122	72368.57271	371.8133987	463.7842449	663.3027906	705.9453287	505971.034	738.2589338	852.2527209	6748.436257	821.7415984	1012.73594	512867.4781	1047.331383	1049.882393
224862_at	2159.401288	1077.747073	875.5993215	707.3949199	1900.86986	1143.711909	1002.208483	884.4654022	1642.338432	1209.676746	1128.817645	1061.535885	1383.807004	1275.641582	1255.426807	1238.606367	2158.55422	1077.604239	882.6445806	719.8463645	1916.886158	1144.118108	1010.361434	884.7981194	1650.961395	1208.869794	1128.373839	1060.832643	1387.766271	1292.484838	1255.172486	1237.659628	2160.240628	1130.22947	874.6475544	714.640176	1899.941764	1142.714012	1001.637701	2127.644592	1728.230207	1268.157012	1128.913237	6710.37372	1382.993007	1393.515909	1295.449432	1238.489469	2158.423219	1367.581023	2114.691286	706.5237143	66521.45792	1242.048539	1001.231935	883.4655288	1641.34314	1453.652152	1127.817806	1060.53625	1384.929503	1274.641582	1360.369527	1239.193908
224973_at	1856.925114	1434.529804	1686.43376	1774.120267	1653.830078	1358.153361	1534.48613	1595.866685	1450.735042	1281.776918	1382.5385	1417.613103	1247.640006	1205.400475	1230.59087	1239.359521	1856.310432	1433.541472	1685.72899	1774.280508	1653.629053	1358.559629	1533.870927	1600.59813	1487.301882	1280.812203	1409.68243	1416.645366	1246.931828	1204.546431	1232.045085	1238.376036	1958.276236	1433.54362	1716.922713	47639.9259	1653.903593	1357.15775	1533.514763	1604.381459	1467.39429	1343.549218	1381.550949	1416.747832	1246.675234	24047.37786	1231.409433	1238.359832	1856.021697	1433.548635	1685.47297	2435.09126	46438.45861	1357.153441	1533.491899	1594.870166	1449.769431	1280.777147	421735.0322	1416.613122	1255.620244	1204.402719	1232.585137	1260.47031
225056_at	435.2252577	108.5584005	80.16781198	87.67361923	641.2848936	412.6180935	392.7446816	397.9987466	847.3445294	716.6777866	705.3215512	708.3238741	1053.404165	1020.73748	1017.898421	1018.649001	510.0459393	125.5880068	79.6143339	86.67761264	640.4484824	411.6288457	394.3104079	397.0170744	862.861049	717.8658308	708.9937549	710.2771095	1052.424033	1022.017522	1039.535134	1017.840116	434.2356609	120.3344331	79.31453783	2643.532524	640.2951778	412.9720503	393.3047715	397.0036528	846.4188013	715.711312	1242.398666	707.6772371	1133.903532	1020.192973	1803.89131	1021.687984	6494482.67	107.8799299	79.16781795	86.71076301	640.3278375	188467.7762	1485.023334	397.0096493	846.3454721	1329.12487	704.3258004	707.4910219	20048.30245	1425.988875	1017.040169	1017.649005
225129_at	1176.030022	673.654986	1042.533085	1198.022001	1304.017413	952.3548875	1210.569557	1319.411798	1432.004804	1231.054789	1378.606029	1440.801595	1559.992194	1509.754691	1546.642501	1562.191392	1175.146828	702.4814831	1041.638645	1197.126201	1303.765681	952.710074	1214.508881	1319.221417	1434.531078	1230.09876	1383.3767	1440.14852	1565.273319	1508.790254	1545.720869	1561.911691	1176.445097	672.6556941	1042.852319	1197.022937	1303.05634	951.3587452	1209.783059	1318.438395	1431.016508	1230.316899	1404.161109	1439.80532	1560.807747	1508.759641	1881.578665	1561.191403	1175.143172	1406.400591	5444.21334	6262.661385	1326.078827	951.3548878	1209.579219	1318.478908	1431.186373	1230.190521	1377.61693	253271.1883	494201.8391	1517.094746	20077.87662	1564.639867
225387_at	360.1965338	148.8180145	166.983192	95.88376913	802.20482	654.2398565	666.9554807	617.1858847	1244.213106	1159.661698	1166.927769	1138.488	1686.221392	1665.08354	1666.900058	1659.790116	361.8307334	161.9212105	174.6651707	95.31574666	801.7440533	675.2197313	673.193337	616.7519027	1243.215827	1158.74755	1171.234972	1140.027412	1686.420274	1668.884129	1670.00461	1661.718505	359.1965417	147.8180471	166.4343488	94.91848747	801.4663943	653.2412566	4498.840142	616.1967391	4126.801318	1164.286745	1172.683199	1163.834937	1685.403276	1669.192941	1665.913807	1663.681187	359.1965339	147.8368369	166.2860264	94.90039142	17461.25892	690.1772037	665.9611044	616.3352176	1365.740109	1158.756436	1165.939263	1137.488045	1699.715343	1666.047828	1666.181108	1662.682656
225681_at	768.3248717	245.6277679	142.2458733	10.25379681	978.6929165	612.8049438	540.4376176	448.0431641	1189.060961	979.9821198	938.6293619	885.8325313	1399.429006	1347.159296	1336.821106	1323.621899	768.6291922	244.8422998	169.8051038	12.94545799	1310.350248	613.7011849	539.6752538	450.5892896	1190.656447	982.7136149	937.6445751	884.90374	1398.860438	1346.418785	1337.56989	1322.642036	767.3266645	327.9199011	272.4208826	4075.075012	13428.1363	613.2729671	540.9087386	1112.254396	1188.52687	1023.325723	560083.6016	884.8963056	6804.466652	1346.567683	1336.461783	1322.62317	767.3451072	259.0835026	258.1826264	9.253796942	979.0755269	614.9401236	623.3315361	447.2934637	1191.086604	978.9831971	972.5354313	885.3622395	1398.429539	1346.160298	219601171.9	1366.429406
225782_at	428.0624981	308.3552273	415.5908442	435.1391722	553.8386658	470.0435762	545.1085081	558.7923377	679.6148335	631.7319251	674.6261719	682.4455031	805.3910011	793.4202741	804.1438358	806.0986686	427.845294	314.1101564	415.0827971	434.9182463	596.6901334	478.5017033	546.6630474	570.4668152	678.6336296	630.745407	746.119426	681.7685614	804.7571311	795.4356455	803.2733226	805.4289098	428.1459237	307.3552356	49568.3575	446.2371239	653.6044053	469.0437877	617.3479777	560.9039336	679.9632531	1299.284016	673.7288593	681.4459007	804.3911553	795.6966364	803.181294	853.4831099	427.5624698	1385430.116	414.5908467	604.7381266	553.4375507	469.0435768	544.1273104	558.0313062	678.6148563	3209.70767	13115286.88	681.5379195	804.3919084	1829.759375	803.1942512	805.1260655
225792_at	60.92133057	162.6086206	330.6420939	264.7236181	503.3901164	574.5712194	692.1946508	646.0517177	945.8589023	986.5338183	1053.747208	1027.379817	1388.327688	1398.496417	1415.299764	1408.707917	60.48645158	181.0654426	399.7478084	264.1098932	502.567896	573.6028842	694.2506677	645.887887	945.2485112	1003.453994	1058.953293	1026.412279	1387.399033	1399.081917	1416.209519	1407.713928	59.92140289	161.6578891	3112.566676	263.724731	507.0553795	653.0481927	694.0960627	1027.340401	944.8977337	986.2743609	1066.560908	1026.683598	8193.943958	1431.544356	1414.414489	1423.274216	311790307.9	161.8372747	362.1537427	4890410.545	502.6660037	575.5169329	692.2444403	645.0960865	944.8610122	985.5766872	1052.827963	1035.052054	1387.543947	1437.065244	1414.300038	1407.709681
225897_at	987.3686475	1807.836117	4065.698183	2816.693089	923.5627346	1497.889963	3078.39341	2204.089844	859.7568217	1187.94381	2091.088636	1591.486599	795.9509089	877.9976558	1103.783862	978.883353	986.777213	1813.332788	4069.088987	2818.121118	931.3127862	1499.617633	3079.489887	2203.150235	881.8184632	1221.115889	2090.095058	1590.562422	794.9528885	878.3794468	1104.176431	977.9155984	1008.095599	1806.836135	4066.807817	2839.14536	924.8005323	1496.898342	3077.769258	2208.609163	859.0388841	1187.096517	2091.537851	1590.682508	797.1339195	889.8879841	1125.799528	996.0474225	1419.314794	1826.589278	4064.698642	2815.69323	922.6248807	1497.521358	3077.396237	17212.65502	861.8247957	160364.8341	2200.611696	21488.62983	800.2492151	876.9976645	1108.539566	978.0910335
225911_at	321.45805	677.3316925	956.7789704	860.2168371	895.8578335	1144.969383	1340.582478	1272.988984	1470.257617	1612.607074	1724.385985	1685.761132	2044.657401	2080.244765	2108.189493	2098.533279	320.6702989	676.6877613	957.1074299	859.2782462	896.2569831	1153.213068	1394.450187	1272.872913	1469.46194	1628.685432	1778.820484	1684.861573	2043.674999	2079.283385	2143.204869	2097.595717	326.2464148	723.6981787	956.8843632	859.2459444	903.1840215	1143.969579	1340.286329	1272.012863	1471.200708	1611.953783	1723.550172	1687.106914	2043.668945	2354.920926	2107.220779	2105.689224	322.8223109	751.0160385	955.779039	36583252.3	894.858876	1756008.833	4247.938388	1271.988985	138342.0229	1611.658079	1729.249959	1684.761259	9988.940727	2080.85385	2187.930358	4002.354437
225962_at	442.5556686	197.1804765	47.00272706	9.75202293	406.4976751	234.7350407	129.6106161	103.5351232	370.4396817	272.2896048	212.2185051	197.3182234	334.3816882	309.844169	294.826394	291.1013236	441.7747772	197.1599498	46.54528804	9.624950931	428.2664322	234.3939606	129.8349968	102.6606025	376.2858546	271.3148323	232.9330102	198.4402048	334.0796663	314.4485038	293.8824139	291.3257732	470.2466572	196.1861755	46.09008287	9.562609469	405.7108731	235.0443316	276.2133243	102.535486	391.4795286	309.8761992	211.2194016	196.3298392	333.4005203	309.3530186	325.6281145	19541.49405	50750.52297	197.6083027	1500.356976	8.75237089	405.4977092	233.7382754	128.611333	102.9001235	7202.803343	271.377018	791.2610043	199.2331428	333.3877633	308.9016717	87747.84186	729.3699798
226099_at	455.2380757	676.4769668	1627.905043	1005.175901	752.9545164	907.8217402	1573.821393	1137.910994	1050.670957	1139.166514	1519.737744	1270.646087	1348.387398	1370.511287	1465.654095	1403.38118	454.6319766	680.7859346	1639.068559	1004.820957	788.3640696	907.0650311	1572.903772	1146.891587	1052.275078	1138.674047	1519.219362	1269.676237	1350.385626	1369.608578	1465.287715	1402.462567	454.3916827	675.4993672	1628.03653	1005.987303	752.5238503	920.8704931	1575.931403	1137.122852	1053.138152	1138.237361	1544.703343	1272.901126	1347.387446	1369.511804	1467.943092	2219.513737	454.2867955	675.5578955	1626.971607	1004.175921	754.9175993	4021.163092	1572.851813	1264.503067	1516.713936	12775.19994	13919.61817	1269.818243	1347.819581	1373.485729	1464.714948	1432.558814
226247_at	512.4414244	148.2366815	52.72029641	52.02368258	2113.033764	1858.090444	1791.228974	1790.741345	3713.626103	3567.944206	3529.737652	3529.459007	5314.218443	5277.797969	5268.24633	5268.176669	511.5387062	147.4373582	56.5903587	51.55792037	2112.415094	1857.200476	1790.240842	1789.920754	3724.915537	3566.999665	3528.756402	3529.455577	5446.06968	5282.495191	5302.928775	5267.207321	14802.80198	147.3336585	610.4398936	154.9461903	17327.3113	1857.582695	2148.508958	1790.057094	3712.632683	3566.961998	3528.99555	3528.661611	5419.329716	5302.569944	5267.264824	17244.77715	547.5013447	147.2511223	51.72065715	57.30494382	2112.123183	1857.094183	1796.11086	14281.12731	3712.62665	3611.956214	3531.516107	3528.459278	5322.808806	5279.448879	5270.260785	5267.195561
226333_at	3429.675636	2118.21943	3035.759213	3364.617178	2469.854723	1551.835378	2194.113226	2424.313802	1510.033809	985.4513263	1352.467239	1484.010425	550.212895	419.0672744	510.8212527	543.7070492	3429.38587	2128.312376	3036.767722	3363.685359	2469.218815	1551.082736	2202.780245	2423.822226	1509.067759	984.4860166	1370.393879	1483.29338	549.2710632	419.309342	510.1684185	542.7826812	3429.20043	2122.483191	3035.507919	3537.256345	2470.339002	3042.330952	2193.413283	2426.546352	1509.049055	987.4273849	1351.532751	5901.03473	550.1085249	418.1332287	976.4251268	542.7071256	3439.424624	2230.102252	3037.62177	3364.549006	2468.854723	1553.203969	70495.87027	2423.329401	1509.034145	2116658.721	1351.467654	1483.294442	549.7951293	1324.646932	510.2213241	542.7264223
226548_at	410.0066927	150.3826029	9.871900296	5.956729116	371.3995329	189.66267	91.30517821	88.56455838	332.7923731	228.9427372	172.7384561	171.1723877	294.1852133	268.2228043	254.171734	253.7802169	412.534641	152.0295329	9.183339005	7.072461244	371.6573455	193.5459022	114.7213385	89.58025275	348.1945637	229.2335358	172.8946046	172.6027234	293.8841445	267.5204447	253.5034529	254.7319343	2254.430822	149.3884766	8.918555333	4.961190086	371.3822622	193.4999295	90.30527177	1068.930636	331.8070193	228.0845092	534.8609364	171.9723694	293.756204	275.5289474	253.3619467	253.3374862	409.096029	149.3850311	8.924592796	50.02072641	387.0813865	191.7255092	311315.1226	87.57053439	342.2172997	228.0192447	658.0592725	181.0363101	294.5832773	267.707695	253.17225	253.5287358
226636_at	122.0750768	322.5358307	350.3036888	263.8790506	143.7255188	284.0480465	303.4855472	242.9883005	165.3759608	245.5602624	256.6674056	222.0975503	187.0264028	207.0724782	209.849264	201.2068002	121.1035331	322.2038871	351.4230934	263.3396935	144.3193784	283.2646515	302.9452222	243.5964068	164.3946202	244.8912598	255.7266929	221.1480038	186.0564379	207.0368052	211.0716426	200.5699182	125.8110462	322.5298506	381.7814214	274.6186311	142.85249	284.4164448	302.5056236	243.5597683	373.5405922	1187.031135	359.5530368	234.1377547	186.2604458	206.0726252	34130.64179	200.2198767	4449.711849	621.1429687	377.0397173	271.237624	142.809988	289.9039353	304.7887341	17551660.76	609.02937	13607.30773	255.7463392	221.0975534	186.0526341	223.0085062	245.3198724	200.2104096
226677_at	2142.085148	1020.181907	1354.117854	1510.054622	1504.070084	718.7378156	952.4929781	1061.648716	866.05502	417.2937239	550.8681024	613.2428098	228.0399561	115.8496321	149.2432267	164.8369036	2141.101135	1019.309857	1359.424818	1516.337526	1506.041179	723.4167564	951.7233129	1060.900937	866.8789438	420.9232505	549.8811189	612.3735351	227.0631541	115.0613546	148.4351355	163.9077132	2141.23567	1133.760885	25693.93986	1509.056732	3466.372694	749.1823063	951.5423606	1061.685596	872.0400147	416.6571349	552.1358135	612.2545778	254.3816335	127.4418246	149.3601246	4472.674263	2142.380869	1019.181944	1353.118987	1509.054676	1503.070085	719.1942992	951.5094429	1062.289848	1124.465866	664.6484718	575.753783	612.7412324	227.0399564	538.7822152	148.606941	163.95883
226811_at	376.4858284	244.4631321	132.2771593	53.93157243	456.4098754	363.993988	285.463807	230.6218962	536.3339223	483.5248438	438.6504547	407.31222	616.2579693	603.0556997	591.8371024	584.0025437	376.3441133	244.1195218	131.9164678	121.0113711	457.9109191	369.0030429	287.5310575	266.3290578	535.6244419	483.5112124	437.7214447	408.3985695	615.4762735	707.7526052	595.4498896	583.0513006	376.092976	244.4938508	137.9262369	57.39450935	457.179816	363.0841729	284.8048757	6340.611232	892.0605861	483.4565127	437.7951233	410.0335177	623.0573267	602.2753364	590.8680376	609.1211091	496.3873097	19185.15619	222.1409889	115636.0641	455.4118539	363.9430719	445946.7919	762.9273944	535.337162	521.0277278	438.71619	406.3211211	1238274.308	602.0561557	596.4509345	583.2476585
226884_at	140.4416329	8.309917366	12.99711946	18.15631449	103.3287906	10.8365897	14.11763116	17.72906769	66.21594825	13.36326203	15.23814287	17.30182088	29.10310592	15.88993436	16.35865457	16.87457407	139.7132038	10.37371904	14.45441848	85.08005213	102.3532214	10.40963774	13.14228677	16.73115584	65.32924119	12.44921302	15.09304023	17.8882296	28.20027004	17.19098676	279.771265	22.07104925	1829.802805	7.880741635	31.75692828	17.35618828	102.4390542	33.1199254	15.98908384	16.76432569	65.41621384	12.44538855	15.73338812	16.95505825	28.10480701	15.15964497	10279.58491	15.88544882	139.4484955	7.31018163	296.5770419	26.76899302	102.4252617	9.836629776	1225.357592	19.94020172	1567509.673	12.40297987	3563.198236	16.30817465	28.52380427	34422.40744	15.35879615	15.89367806
227030_at	851.5411929	1814.737265	952.9498129	1275.909647	599.9478259	1274.185076	670.9338599	897.0057435	348.354459	733.6328878	388.917907	518.1018405	96.76109203	193.0806992	106.901954	139.1979374	852.1286397	1846.436518	952.2235354	1275.766811	599.6561087	1273.350627	670.1054351	896.6930579	356.7319188	733.8043606	388.363495	517.1515177	95.91169928	197.1220196	114.8003725	138.2258803	852.0095347	1813.738487	952.0314188	1274.958265	604.9045314	1273.185663	669.9360698	962.7079272	347.3605729	732.7615964	388.1974981	518.0643357	95.76522492	193.019115	106.0729023	138.3229665	3247.936538	1864.032728	953.829395	49029.92601	1239697.685	1273.185078	670.6737777	896.7777658	385.9585795	734.3898955	388.0722078	528.8541001	95.79561056	192.0808533	135.3920541	140.2037525
227034_at	86.81334773	169.9227242	411.3823841	246.6773659	897.0169152	955.1934787	1124.215241	1008.921728	1707.220483	1740.464233	1837.048097	1771.16609	2517.42405	2525.734988	2549.880954	2533.410452	85.86809773	169.6158596	411.293112	245.6780972	896.0756567	955.8227826	1132.155304	1414.586846	1747.011058	1740.887159	1836.154083	1770.380774	2516.426051	2550.336943	2552.515128	2532.568496	105.9116909	417.2725764	410.4316571	248.8150673	896.0598593	954.4762225	5002.965406	1008.379254	1706.252558	1739.5088	1836.075045	1770.48594	2516.425345	2537.954917	2548.892116	2532.691178	85.81400813	1451.114481	429.8888865	245.6878404	897.7926967	1119.097817	1124.65762	2358.60304	1706.220509	1739.724376	1836.091431	1770.182805	579762.4371	2555.429551	2549.382822	2532.412842
227036_at	552.5872982	313.4065861	512.9649823	533.9415086	593.9609229	426.5344245	566.2253018	580.9088702	635.3345477	539.6622629	619.4856213	627.8762318	676.7081724	652.7901012	672.7459408	674.8435934	553.0803077	312.7172745	512.4497365	542.9516321	597.3116594	426.1396295	566.5317891	615.4719723	643.3237522	539.9941069	618.7228302	626.9946143	675.7676707	652.0292929	672.6731484	674.4642987	551.5929015	312.591199	511.9757232	542.602689	593.1153891	425.5418999	565.2586029	635.907185	634.6919854	538.7795512	618.4905539	763.5878776	686.7578023	709.9650421	2539.203058	678.0687628	2170.908922	312.4619339	57924989.22	701873507	47534.7938	425.5395291	565.2253808	579.9088704	748.256052	538.6998209	708.6780888	626.8810613	675.708338	652.0380592	671.7467948	3655.330798
227174_at	129.246781	327.7609786	603.7073428	355.9995865	790.6057858	929.5657241	1122.728179	949.3327497	1451.964791	1531.37047	1641.749015	1542.665913	2113.323795	2133.175215	2160.769852	2135.999076	128.4456001	409.3776251	604.7871997	355.9043703	789.8360411	929.0525365	1139.954999	949.3200797	1451.078678	1536.101716	1640.752544	1543.554453	2112.325242	2133.761562	2223.004197	2145.176358	128.2470651	437.7329305	602.7100139	355.4615734	789.6697561	928.5685242	1239.593426	948.5581245	2277.615307	1557.974656	1641.054381	1541.687566	2113.121005	2284.585764	2159.838855	2152.637644	128.2467915	347.777776	615.4225499	354.9995865	789.6103323	928.583685	1122.893561	948.4381535	1450.964798	1577.225726	3624.852139	1541.673356	2112.328221	2132.195835	2162.649392	61385.90243
227189_at	833.2356845	1893.763245	523.6924403	1324.111101	596.6338086	1339.003101	379.9535376	940.2465999	360.0319326	784.2429567	236.2146349	556.382099	123.4300566	229.4828126	92.47573216	172.5175982	832.277045	1894.142444	526.2451882	1342.222003	595.6517518	1340.480997	379.1532661	941.2452236	359.6497345	786.0584518	235.2473065	555.3946584	122.4390749	228.6181184	91.98896324	171.8044102	4547.376328	1892.772157	522.7581574	1326.674314	596.1466922	1338.20945	1202.556308	980.0250315	359.7523362	784.0821958	235.2146379	555.774602	122.6508454	10373.4401	104.3805183	234.6712627	832.3027164	1893.814933	522.7178748	1323.111329	595.8001718	14758.21876	386.030373	939.2468637	368.1962078	2155.782905	2001.424758	555.7579743	122.4301089	280.1603651	91.49019395	171.5298937
227266_s_at	1104.120144	419.7983826	239.9988455	237.1861066	776.8154378	297.7902047	171.9305288	169.9616116	449.5107315	175.7820269	103.8622121	102.7371165	122.2060252	53.77384905	35.79389534	35.51262145	1104.092129	434.8064117	259.1742312	236.2216408	777.3665152	296.9020819	171.158065	169.1980673	448.8223763	181.3620631	103.17211	103.2723225	121.3040552	52.78157503	35.7008829	37.93223111	1208.307227	1930.343795	239.0214395	251.6047892	776.1070202	1861.197699	17033.50949	168.9801104	449.1854028	175.1300937	208.8866646	102.0208821	121.2197513	62.09009319	34.92597004	204.2403109	13695314.28	837.6802872	239.0066185	256.2920483	775.8246766	791.2628052	173.2264247	168.998714	53814.96584	792.3151431	102.8628209	101.7371165	121.2060252	52.84676442	37.01065034	34.54185052
227347_x_at	672.6091746	164.3629062	20.970356	53.37270672	669.4030785	313.6306906	213.2559055	235.937551	666.1969823	462.898475	405.5414549	418.5023952	662.9908862	612.1662594	597.8270044	601.0672394	674.0111106	163.4446253	88.84836129	52.3878863	680.4933107	316.4411521	216.1252588	237.5068175	671.7223895	617.3075512	408.1489445	417.5966692	670.4359372	611.2459372	651.5261996	600.1067483	671.6930496	164.8703592	19.98157369	52.38655053	829.2892959	347.2443564	212.2636052	236.0449413	665.6745241	537.244766	411.7754793	419.2541661	661.9921603	611.217005	611.61182	615.1464517	671.6097744	163.3629062	20.0859978	5678.879362	690.4875299	312.6495335	215.097391	234.948767	665.199067	485.0124549	404.8375902	769.318917	662.1409565	2060.191077	704.0737557	6019.001591
227371_at	102.3543435	207.0088173	330.1974692	247.7696954	487.743041	561.0011727	647.233229	589.5337873	873.1317385	914.993528	964.2689888	931.2978793	1258.520436	1268.985883	1281.304749	1273.061971	101.4305171	206.0377608	377.5064378	269.2517515	491.3878655	576.9878171	647.9431847	588.87124	883.9992825	919.0779587	979.8825226	934.8853639	1267.119982	1269.690632	1380.922475	1273.277098	117.9944703	211.5861256	329.1975213	5605.80077	486.9614767	560.2036877	646.7824096	589.0303827	872.5468277	1342.823148	963.6029011	931.7299371	1257.597008	1268.37227	1280.332618	1314.668029	103.6109464	210.2851579	329.2360171	246.9201068	508.8333715	560.0012339	646.3831349	928.203802	876.2867352	3100.395855	963.7418177	931.2813225	1259.472407	1267.988645	1280.304787	1273.98135
227372_s_at	100.071219	332.5229437	655.3187108	271.7891523	1598.308441	1761.024648	1986.981685	1718.510994	3096.545663	3189.526353	3318.64466	3165.232837	4594.782885	4618.028058	4650.307635	4611.954679	107.7611052	332.3105945	654.3253053	284.7953812	1597.899879	1760.333468	1987.118695	1717.65658	3107.35386	3188.675863	3317.659561	3164.46124	4597.53532	4617.105628	5002.590783	4610.967334	100.7515421	331.5752618	13716.27942	299.1060518	1737.590008	1762.558648	1986.136849	1717.993289	3095.546369	3188.886276	3317.706023	3165.319719	4671.420812	4620.193275	4977.123849	4610.955531	99.07121933	331.5229811	654.93036	247842.9241	1597.308778	1765.358731	1986.018606	1717.515157	3095.55666	3188.526424	10325.48628	3165.300532	4593.828903	4617.105314	5363.597422	4611.062777
